"TIKTOK","INATTENTIVE","CongNeutE1","CongNeutE2","CongNeutE3","CongNeutE4","CongNeutE5","CongNeutE6","IncongNeutE1","IncongNeutE2","IncongNeutE3","IncongNeutE4","IncongNeutE5","IncongNeutE6","CongNegE1","CongNegE2","CongNegE3","CongNegE4","CongNegE5","CongNegE6","IncongNegE1","IncongNegE2","IncongNegE3","IncongNegE4","IncongNegE5","IncongNegE6","NeutralNeutE1","NeutralNeutE2","NeutralNeutE3","NeutralNeutE4","NeutralNeutE5","NeutralNeutE6","NeutralNegE1","NeutralNegE2","NeutralNegE3","NeutralNegE4","NeutralNegE5","NeutralNegE6","BaseNeutE1","BaseNeutE2","BaseNeutE3","BaseNeutE4","BaseNeutE5","BaseNeutE6","BaseNegE1","BaseNegE2","BaseNegE3","BaseNegE4","BaseNegE5","BaseNegE6","CongNeut","IncongNeut","CongNeg","IncongNeg","NeutralNeut","NeutralNeg","BaseNeut","BaseNeg","CongNeut_front","IncongNeut_front","CongNeg_front","IncongNeg_front","NeutralNeut_front","NeutralNeg_front","BaseNeut_front","BaseNeg_front","CongNeut_mid","IncongNeut_mid","CongNeg_mid","IncongNeg_mid","NeutralNeut_mid","NeutralNeg_mid","BaseNeut_mid","BaseNeg_mid","CongNeut_back","IncongNeut_back","CongNeg_back","IncongNeg_back","NeutralNeut_back","NeutralNeg_back","BaseNeut_back","BaseNeg_back","CongNeut_left","IncongNeut_left","CongNeg_left","IncongNeg_left","NeutralNeut_left","NeutralNeg_left","BaseNeut_left","BaseNeg_left","CongNeut_right","IncongNeut_right","CongNeg_right","IncongNeg_right","NeutralNeut_right","NeutralNeg_right","BaseNeut_right","BaseNeg_right"
"LOW","High",-1.457363,-1.507272,-1.560686,-1.533056,-1.511378,-1.455969,-1.341592,-1.3679,-1.345139,-1.250652,-1.299737,-1.219045,-1.383384,-1.417927,-1.343997,-1.428931,-1.308637,-1.409984,-1.578563,-1.576276,-1.571165,-1.549964,-1.45124,-1.570662,-1.475677,-1.541389,-1.596242,-1.559755,-1.581441,-1.490004,-1.411197,-1.362591,-1.471925,-1.393123,-1.389106,-1.403864,-1.398861,-1.44249,-1.481033,-1.483515,-1.442725,-1.460839,-1.478737,-1.603229,-1.586444,-1.601776,-1.459211,-1.505045,-1.50428733333333,-1.30401083333333,-1.38214333333333,-1.549645,-1.54075133333333,-1.405301,-1.45157716666667,-1.53907366666667,-1.4823175,-1.354746,-1.4006555,-1.5774195,-1.508533,-1.386894,-1.4206755,-1.540983,-1.546871,-1.2978955,-1.386464,-1.5605645,-1.5779985,-1.432524,-1.482274,-1.59411,-1.4836735,-1.259391,-1.3593105,-1.510951,-1.5357225,-1.396485,-1.451782,-1.482128,-1.509809,-1.32882266666667,-1.34533933333333,-1.533656,-1.55112,-1.424076,-1.440873,-1.50813066666667,-1.520164,-1.309276,-1.423429,-1.56312,-1.550572,-1.377857,-1.4630025,-1.6025025
"LOW","High",-0.948295,-0.966596,-0.905714,-0.879455,-0.775342,-0.827129,-0.82695,-0.878382,-0.780978,-0.763441,-0.633042,-0.713349,-0.94837,-0.981826,-0.89213,-0.938973,-0.734526,-0.921127,-1.035884,-1.068798,-0.967971,-0.98865,-0.816971,-1.082868,-1.04097,-1.06019,-1.018619,-0.981229,-0.903084,-0.981623,-0.89893,-0.896402,-0.863841,-0.8236,-0.693485,-0.816779,-0.992356,-1.030902,-0.924352,-0.996403,-0.783433,-1.023902,-0.851326,-0.885981,-0.785549,-0.807759,-0.609596,-0.679079,-0.883755166666667,-0.766023666666667,-0.902825333333333,-0.993523666666667,-0.997619166666667,-0.832172833333333,-0.958558,-0.769881666666667,-0.9574455,-0.852666,-0.965098,-1.052341,-1.05058,-0.897666,-1.011629,-0.8686535,-0.8925845,-0.7722095,-0.9155515,-0.9783105,-0.999924,-0.8437205,-0.9603775,-0.796654,-0.8012355,-0.6731955,-0.8278265,-0.9499195,-0.9423535,-0.755132,-0.9036675,-0.6443375,-0.876450333333333,-0.74699,-0.858342,-0.940275333333333,-0.987557666666667,-0.818752,-0.900047,-0.748823666666667,-0.9230255,-0.8209115,-0.9603995,-1.028724,-1.0207095,-0.860001,-1.0136525,-0.84687
"LOW","High",-1.158613,-1.157378,-1.134521,-1.113948,-1.031951,-1.119484,-1.126851,-1.147759,-1.085401,-1.049008,-0.971446,-1.065391,-0.950768,-0.982544,-0.876858,-0.919675,-0.713727,-0.923524,-1.109882,-1.153179,-1.04132,-1.080931,-0.881306,-1.144931,-1.209987,-1.221879,-1.222524,-1.174402,-1.146192,-1.243971,-0.918086,-0.922052,-0.853211,-0.828993,-0.684199,-0.846984,-1.173872,-1.217327,-1.122682,-1.193655,-0.994479,-1.210128,-1.151716,-1.177183,-1.101075,-1.110352,-0.944457,-1.01741,-1.11931583333333,-1.07430933333333,-0.894516,-1.0685915,-1.20315916666667,-0.842254166666667,-1.15202383333333,-1.08369883333333,-1.1579955,-1.137305,-0.966656,-1.1315305,-1.215933,-0.920069,-1.1955995,-1.1644495,-1.1242345,-1.0672045,-0.8982665,-1.0611255,-1.198463,-0.841102,-1.1581685,-1.1057135,-1.0757175,-1.0184185,-0.8186255,-1.0131185,-1.1950815,-0.7655915,-1.1023035,-0.9809335,-1.10836166666667,-1.06123266666667,-0.847117666666667,-1.010836,-1.192901,-0.818498666666667,-1.097011,-1.06574933333333,-1.135663,-1.0983835,-0.9511095,-1.117055,-1.1981405,-0.8755225,-1.205491,-1.1437675
"LOW","High",-1.86641,-1.741558,-1.829046,-1.535699,-1.725572,-1.384251,-1.783197,-1.619797,-1.614174,-1.347098,-1.508762,-1.249291,-1.742549,-1.678087,-1.612423,-1.575154,-1.510625,-1.515567,-1.824517,-1.672918,-1.739666,-1.444466,-1.616658,-1.350415,-1.803955,-1.705762,-1.769903,-1.581813,-1.655846,-1.448294,-1.585986,-1.466009,-1.503437,-1.281516,-1.391182,-1.269683,-1.834733,-1.759172,-1.715361,-1.668356,-1.602556,-1.550988,-1.755486,-1.683934,-1.652853,-1.414507,-1.606679,-1.278049,-1.68042266666667,-1.5203865,-1.60573416666667,-1.60810666666667,-1.66092883333333,-1.41630216666667,-1.68852766666667,-1.56525133333333,-1.803984,-1.701497,-1.710318,-1.7487175,-1.7548585,-1.5259975,-1.7969525,-1.71971,-1.6823725,-1.480636,-1.5937885,-1.592066,-1.675858,-1.3924765,-1.6918585,-1.53368,-1.5549115,-1.3790265,-1.513096,-1.4835365,-1.55207,-1.3304325,-1.576772,-1.442364,-1.80700933333333,-1.63537766666667,-1.62186566666667,-1.726947,-1.74323466666667,-1.493535,-1.71755,-1.67167266666667,-1.6386285,-1.4834475,-1.6266205,-1.558692,-1.6437875,-1.3737625,-1.713764,-1.5492205
"LOW","High",-1.219154,-1.009487,-1.253719,-1.157925,-1.690678,-1.419299,-1.138076,-0.871505,-1.078349,-0.945968,-1.385282,-1.22747,-0.909241,-0.769891,-0.888649,-0.764237,-0.766869,-0.684171,-0.94776,-0.862294,-0.916967,-0.879397,-0.848766,-0.99433,-0.799848,-0.690235,-0.780213,-0.867907,-0.821614,-1.086079,-1.123874,-0.980505,-1.197421,-0.783945,-0.624281,-0.51249,-1.048948,-0.832841,-1.008498,-1.047843,-1.143369,-0.931295,-0.996285,-0.920017,-1.012739,-1.10008,-0.99518,-1.143233,-1.29171033333333,-1.107775,-0.797176333333333,-0.908252333333333,-0.840982666666667,-0.870419333333333,-1.00213233333333,-1.02792233333333,-1.1143205,-1.0047905,-0.839566,-0.905027,-0.7450415,-1.0521895,-0.9408945,-0.958151,-1.205822,-1.0121585,-0.826443,-0.898182,-0.82406,-0.990683,-1.0281705,-1.0564095,-1.5549885,-1.306376,-0.72552,-0.921548,-0.9538465,-0.5683855,-1.037332,-1.0692065,-1.38785033333333,-1.200569,-0.854919666666667,-0.904497666666667,-0.800558333333333,-0.981858666666667,-1.06693833333333,-1.00140133333333,-1.083706,-0.9087365,-0.767064,-0.8708455,-0.779071,-0.882225,-0.940342,-1.0100485
"LOW","High",-1.931851,-1.736856,-2.050168,-2.02079,-2.004043,-2.041324,-1.781803,-1.59888,-1.713208,-1.624014,-1.594586,-1.545469,-1.797194,-1.51337,-1.870978,-1.901362,-1.843118,-1.950529,-1.901868,-1.587481,-1.989419,-1.930351,-1.755849,-1.823132,-1.083944,-0.991129,-1.127774,-1.376618,-1.428023,-1.478188,-1.502118,-1.304537,-1.644826,-1.68357,-1.554555,-1.56797,-1.906369,-1.621906,-2.008375,-1.89846,-1.874656,-1.775723,-1.828852,-1.602956,-1.951401,-1.923885,-1.871028,-1.91666,-1.964172,-1.64299333333333,-1.8127585,-1.83135,-1.24761266666667,-1.54292933333333,-1.8475815,-1.84913033333333,-1.8343535,-1.6903415,-1.655282,-1.7446745,-1.0375365,-1.4033275,-1.7641375,-1.715904,-2.035479,-1.668611,-1.88617,-1.959885,-1.252196,-1.664198,-1.9534175,-1.937643,-2.0226835,-1.5700275,-1.8968235,-1.7894905,-1.4531055,-1.5612625,-1.8251895,-1.893844,-1.995354,-1.69653233333333,-1.83709666666667,-1.88237866666667,-1.213247,-1.56716633333333,-1.9298,-1.88376033333333,-1.878823,-1.611447,-1.707366,-1.758916,-1.1838735,-1.4940535,-1.760183,-1.7634205
"LOW","High",-0.976359,-0.959432,-1.005291,-0.951512,-0.954624,-0.93776,-0.873457,-0.896518,-0.870016,-0.889756,-0.84591,-0.869822,-1.01622,-1.011122,-1.033072,-1.060336,-0.983229,-0.984705,-1.065497,-1.051837,-1.078952,-1.067594,-1.001048,-1.074593,-0.880686,-0.815723,-0.876051,-0.939159,-0.88114,-0.959631,-0.803292,-0.818664,-0.799523,-0.815753,-0.784027,-0.792373,-0.787925,-0.803745,-0.785677,-0.800482,-0.768002,-0.785719,-0.993315,-1.019143,-1.018857,-1.018381,-0.973605,-0.98472,-0.964163,-0.8742465,-1.01478066666667,-1.05658683333333,-0.892065,-0.802272,-0.788591666666667,-1.00133683333333,-0.9678955,-0.8849875,-1.013671,-1.058667,-0.8482045,-0.810978,-0.795835,-1.006229,-0.9784015,-0.879886,-1.046704,-1.073273,-0.907605,-0.807638,-0.7930795,-1.018619,-0.946192,-0.857866,-0.983967,-1.0378205,-0.9203855,-0.7882,-0.7768605,-0.9791625,-0.978758,-0.863127666666667,-1.01084033333333,-1.048499,-0.879292333333333,-0.795614,-0.780534666666667,-0.995259,-0.955472,-0.893137,-1.035729,-1.0597155,-0.877441,-0.8172085,-0.8021135,-1.018762
"LOW","High",-1.473475,-1.363044,-0.991023,-1.192237,-1.09843,-0.715929,-1.528433,-1.369151,-1.128139,-1.232299,-1.220527,-0.802517,-1.294672,-1.31366,-0.840074,-1.056969,-0.900749,-0.440467,-1.27787,-1.232219,-0.843846,-1.030348,-0.907862,-0.428264,-1.093247,-0.973059,-0.982264,-1.196001,-1.147571,-0.774474,-1.086094,-1.066073,-0.801264,-0.971406,-0.847242,-0.543806,-1.397852,-1.125008,-0.942715,-1.061634,-1.025411,-0.648314,-1.527429,-1.456411,-1.228119,-1.252613,-1.299949,-0.744602,-1.139023,-1.213511,-0.974431833333333,-0.9534015,-1.02776933333333,-0.885980833333333,-1.033489,-1.2515205,-1.4182595,-1.448792,-1.304166,-1.2550445,-1.033153,-1.0760835,-1.26143,-1.49192,-1.09163,-1.180219,-0.9485215,-0.937097,-1.0891325,-0.886335,-1.0021745,-1.240366,-0.9071795,-1.011522,-0.670608,-0.668063,-0.9610225,-0.695524,-0.8368625,-1.0222755,-1.18764266666667,-1.29236633333333,-1.01183166666667,-1.00985933333333,-1.07436066666667,-0.911533333333333,-1.12199266666667,-1.35183233333333,-1.2776405,-1.300725,-1.1853145,-1.1312835,-1.08453,-1.0187395,-1.093321,-1.354512
"LOW","High",-1.768284,-1.805443,-1.504484,-1.536327,-1.563245,-1.561201,-1.746299,-1.710954,-1.502897,-1.467115,-1.618404,-1.497768,-1.56702,-1.533934,-1.049516,-1.182762,-1.283129,-1.202395,-1.674349,-1.611043,-1.388055,-1.448678,-1.478198,-1.461466,-1.143552,-1.084104,-1.050082,-1.219398,-1.406367,-1.39217,-1.410962,-1.404757,-1.236051,-1.23016,-1.184409,-1.171957,-1.739669,-1.704372,-1.388769,-1.317772,-1.403648,-1.371087,-1.822422,-1.827358,-1.57677,-1.445865,-1.60051,-1.490238,-1.623164,-1.59057283333333,-1.303126,-1.51029816666667,-1.2159455,-1.27304933333333,-1.48755283333333,-1.62719383333333,-1.7868635,-1.7286265,-1.550477,-1.642696,-1.113828,-1.4078595,-1.7220205,-1.82489,-1.5204055,-1.485006,-1.116139,-1.4183665,-1.13474,-1.2331055,-1.3532705,-1.5113175,-1.562223,-1.558086,-1.242762,-1.469832,-1.3992685,-1.178183,-1.3873675,-1.545374,-1.61200433333333,-1.62253333333333,-1.29988833333333,-1.513534,-1.20000033333333,-1.27714066666667,-1.51069533333333,-1.66656733333333,-1.670885,-1.5890345,-1.358348,-1.5298605,-1.151751,-1.3174585,-1.511072,-1.6366115
"LOW","High",-1.521783,-1.540762,-1.388967,-1.370884,-1.387943,-1.3768,-1.431024,-1.365683,-1.40466,-1.292356,-1.353668,-1.2566,-1.433645,-1.415577,-1.28929,-1.240167,-1.278459,-1.235905,-1.363602,-1.317985,-1.326052,-1.240143,-1.311558,-1.236607,-1.035672,-0.962248,-0.965358,-1.091111,-1.23762,-1.220554,-1.159617,-1.158315,-1.124931,-1.10222,-1.099432,-1.071999,-1.248455,-1.230979,-1.207448,-1.178127,-1.142377,-1.12956,-1.529349,-1.53446,-1.394686,-1.254391,-1.317738,-1.25494,-1.43118983333333,-1.35066516666667,-1.31550716666667,-1.2993245,-1.08542716666667,-1.119419,-1.189491,-1.38092733333333,-1.5312725,-1.3983535,-1.424611,-1.3407935,-0.99896,-1.158966,-1.239717,-1.5319045,-1.3799255,-1.348508,-1.2647285,-1.2830975,-1.0282345,-1.1135755,-1.1927875,-1.3245385,-1.3823715,-1.305134,-1.257182,-1.2740825,-1.229087,-1.0857155,-1.1359685,-1.286339,-1.43289766666667,-1.39645066666667,-1.333798,-1.33373733333333,-1.07955,-1.12799333333333,-1.19942666666667,-1.41392433333333,-1.455823,-1.3290195,-1.327872,-1.279064,-1.0266795,-1.1302675,-1.204553,-1.3944255
"HIGH","Low",-1.708919,-1.798478,-1.543166,-1.683297,-1.694013,-1.782947,-1.640661,-1.715135,-1.447394,-1.652058,-1.615698,-1.75524,-1.434217,-1.460876,-1.077239,-1.397327,-1.319529,-1.523715,-1.362669,-1.378147,-1.134116,-1.298736,-1.366276,-1.462286,-1.160394,-1.101959,-1.098862,-1.292446,-1.451087,-1.548576,-1.183249,-1.222879,-0.984239,-1.209094,-1.120146,-1.258115,-1.478353,-1.574471,-1.076554,-1.395203,-1.463046,-1.580333,-1.380272,-1.409251,-0.989474,-1.181975,-1.298037,-1.383028,-1.70180333333333,-1.63769766666667,-1.36881716666667,-1.333705,-1.275554,-1.16295366666667,-1.42799333333333,-1.27367283333333,-1.7536985,-1.677898,-1.4475465,-1.370408,-1.1311765,-1.203064,-1.526412,-1.3947615,-1.6132315,-1.549726,-1.237283,-1.216426,-1.195654,-1.0966665,-1.2358785,-1.0857245,-1.73848,-1.685469,-1.421622,-1.414281,-1.4998315,-1.1891305,-1.5216895,-1.3405325,-1.64869933333333,-1.56791766666667,-1.276995,-1.287687,-1.236781,-1.095878,-1.33931766666667,-1.22259433333333,-1.7408875,-1.6835965,-1.4291015,-1.3384415,-1.1972025,-1.2159865,-1.484837,-1.295613
"HIGH","Low",-1.46775,-1.498031,-1.455025,-1.494144,-1.487002,-1.56241,-1.414539,-1.439972,-1.386636,-1.474121,-1.446954,-1.533101,-1.53056,-1.535724,-1.341952,-1.534055,-1.505528,-1.65482,-1.473876,-1.455092,-1.394868,-1.539075,-1.500495,-1.611295,-1.120618,-1.055913,-1.085907,-1.225164,-1.359592,-1.430393,-1.22594,-1.237389,-1.194511,-1.270649,-1.209501,-1.276007,-1.503096,-1.510374,-1.315095,-1.475161,-1.485904,-1.548817,-1.391033,-1.433009,-1.313055,-1.442786,-1.439735,-1.518936,-1.49406033333333,-1.4492205,-1.5171065,-1.4957835,-1.21293116666667,-1.23566616666667,-1.4730745,-1.42309233333333,-1.4828905,-1.4272555,-1.533142,-1.464484,-1.0882655,-1.2316645,-1.506735,-1.412021,-1.4745845,-1.4303785,-1.4380035,-1.4669715,-1.1555355,-1.23258,-1.395128,-1.3779205,-1.524706,-1.4900275,-1.580174,-1.555895,-1.3949925,-1.242754,-1.5173605,-1.4793355,-1.46992566666667,-1.416043,-1.45934666666667,-1.456413,-1.18870566666667,-1.209984,-1.43469833333333,-1.38127433333333,-1.4960875,-1.4570465,-1.5348895,-1.4970835,-1.1405385,-1.254019,-1.4927675,-1.4378975
"HIGH","Low",-1.227318,-1.128332,-0.929998,-0.877396,-2.149611,-2.365728,-1.112999,-1.060113,-1.035612,-0.911998,-1.755887,-2.378323,-1.213651,-1.137731,-0.957584,-0.960792,-1.610908,-2.240722,-1.107921,-0.947841,-0.94934,-0.819807,-1.55794,-2.49512,-1.068999,-0.907949,-0.874125,-0.790167,-1.599311,-2.319565,-1.076212,-1.045285,-0.982066,-0.987772,-1.553966,-2.233916,-1.142699,-1.00071,-0.86601,-0.765324,-1.873078,-2.354106,-1.274442,-1.146509,-1.037099,-0.947547,-1.762559,-2.373171,-1.44639716666667,-1.375822,-1.35356466666667,-1.31299483333333,-1.26001933333333,-1.31320283333333,-1.3336545,-1.4235545,-1.177825,-1.086556,-1.175691,-1.027881,-0.988474,-1.0607485,-1.0717045,-1.2104755,-0.903697,-0.973805,-0.959188,-0.8845735,-0.832146,-0.984919,-0.815667,-0.992323,-2.2576695,-2.067105,-1.925815,-2.02653,-1.959438,-1.893941,-2.113592,-2.067865,-1.43564233333333,-1.30149933333333,-1.26071433333333,-1.205067,-1.18081166666667,-1.20408133333333,-1.293929,-1.35803333333333,-1.002864,-0.9860555,-1.0492615,-0.883824,-0.849058,-1.0165285,-0.883017,-1.047028
"HIGH","Low",-1.678908,-1.683929,-1.658418,-1.684337,-1.868646,-2.152956,-1.745433,-1.754613,-1.788944,-1.766169,-1.757216,-2.274308,-1.995655,-1.995289,-2.012524,-2.013921,-2.001329,-2.293532,-2.034863,-2.01289,-2.044615,-2.018687,-2.023736,-2.506935,-1.575151,-1.543586,-1.614775,-1.712488,-1.83566,-2.194138,-1.736199,-1.73556,-1.740659,-1.746181,-1.726365,-2.161209,-1.697246,-1.697688,-1.684205,-1.704336,-1.673779,-1.650178,-1.939426,-1.906451,-1.936025,-1.902151,-1.951357,-2.05818,-1.78786566666667,-1.8477805,-2.05204166666667,-2.10695433333333,-1.74596633333333,-1.8076955,-1.684572,-1.94893166666667,-1.6814185,-1.750023,-1.995472,-2.0238765,-1.5593685,-1.7358795,-1.697467,-1.9229385,-1.6713775,-1.7775565,-2.0132225,-2.031651,-1.6636315,-1.74342,-1.6942705,-1.919088,-2.010801,-2.015762,-2.1474305,-2.2653355,-2.014899,-1.943787,-1.6619785,-2.0047685,-1.735324,-1.76386433333333,-2.00316933333333,-2.03440466666667,-1.67519533333333,-1.73440766666667,-1.68507666666667,-1.94226933333333,-1.684133,-1.760391,-2.004605,-2.0157885,-1.628037,-1.7408705,-1.701012,-1.904301
"HIGH","Low",-1.210938,-1.202912,-1.057753,-1.129951,-1.872416,-2.170417,-1.132673,-1.145968,-1.15297,-1.142522,-1.503079,-2.293744,-1.254362,-1.23885,-1.204515,-1.239999,-1.054449,-2.200808,-1.292757,-1.219774,-1.265596,-1.221838,-1.212548,-2.610572,-1.009586,-0.9256,-1.002325,-1.078004,-1.61167,-2.231476,-1.091518,-1.100488,-1.074417,-1.091258,-1.023805,-2.058617,-1.445975,-1.437806,-1.431684,-1.471969,-1.057334,-1.146293,-1.353877,-1.357873,-1.341483,-1.350303,-1.348674,-1.911829,-1.44073116666667,-1.39515933333333,-1.36549716666667,-1.47051416666667,-1.30977683333333,-1.24001716666667,-1.3318435,-1.4440065,-1.206925,-1.1393205,-1.246606,-1.2562655,-0.967593,-1.096003,-1.4418905,-1.355875,-1.093852,-1.147746,-1.222257,-1.243717,-1.0401645,-1.0828375,-1.4518265,-1.345893,-2.0214165,-1.8984115,-1.6276285,-1.91156,-1.921573,-1.541211,-1.1018135,-1.6302515,-1.380369,-1.26290733333333,-1.17110866666667,-1.256967,-1.20786033333333,-1.06324666666667,-1.31166433333333,-1.34801133333333,-1.1664315,-1.144245,-1.2394245,-1.220806,-1.001802,-1.095873,-1.4548875,-1.354088
"HIGH","Low",-1.372833,-1.470957,-1.14004,-1.32799,-1.975826,-2.262799,-1.434726,-1.558701,-1.461145,-1.409058,-1.689149,-2.411386,-1.482422,-1.545997,-1.414244,-1.526534,-1.358252,-2.317324,-1.470655,-1.479413,-1.434779,-1.436027,-1.484783,-2.666887,-1.058618,-1.021963,-1.039378,-1.18049,-1.719542,-2.317622,-1.199037,-1.266083,-1.178348,-1.237775,-1.181316,-2.149218,-1.695584,-1.777595,-1.664796,-1.773958,-1.630216,-1.660637,-1.50648,-1.584002,-1.47292,-1.5363,-1.556435,-2.081299,-1.59174083333333,-1.66069416666667,-1.60746216666667,-1.66209066666667,-1.38960216666667,-1.3686295,-1.70046433333333,-1.622906,-1.421895,-1.4967135,-1.5142095,-1.475034,-1.0402905,-1.23256,-1.7365895,-1.545241,-1.234015,-1.4351015,-1.470389,-1.435403,-1.109934,-1.2080615,-1.719377,-1.50461,-2.1193125,-2.0502675,-1.837788,-2.075835,-2.018582,-1.665267,-1.6454265,-1.818867,-1.496233,-1.52834,-1.418306,-1.46340566666667,-1.27251266666667,-1.18623366666667,-1.663532,-1.511945,-1.3994735,-1.4838795,-1.5362655,-1.45772,-1.1012265,-1.251929,-1.7757765,-1.560151
"HIGH","Low",-1.228477,-1.033916,-1.112086,-0.980719,-1.899502,-2.128644,-1.331295,-1.370576,-1.461301,-1.294874,-1.661435,-2.366852,-1.147876,-1.14589,-1.323904,-1.247925,-1.296949,-2.239331,-1.194186,-1.189415,-1.38704,-1.314233,-1.386205,-2.636424,-1.088093,-0.990876,-1.113262,-1.194273,-1.711572,-2.29149,-1.097256,-1.136909,-1.184777,-1.17352,-1.171782,-2.109429,-1.317303,-1.28242,-1.484626,-1.392959,-1.355281,-1.235464,-1.212585,-1.104143,-1.376104,-1.095888,-1.442881,-1.76006,-1.397224,-1.5810555,-1.4003125,-1.51791716666667,-1.398261,-1.31227883333333,-1.3446755,-1.3319435,-1.1311965,-1.3509355,-1.146883,-1.1918005,-1.0394845,-1.1170825,-1.2998615,-1.158364,-1.0464025,-1.3780875,-1.2859145,-1.3506365,-1.1537675,-1.1791485,-1.4387925,-1.235996,-2.014073,-2.0141435,-1.76814,-2.0113145,-2.001531,-1.6406055,-1.2953725,-1.6014705,-1.413355,-1.484677,-1.256243,-1.322477,-1.304309,-1.15127166666667,-1.38573666666667,-1.34385666666667,-1.0073175,-1.332725,-1.1969075,-1.251824,-1.0925745,-1.1552145,-1.3376895,-1.1000155
"HIGH","Low",-1.472727,-1.401714,-1.103464,-1.311355,-1.831892,-2.213411,-1.442423,-1.407063,-1.146925,-1.335707,-1.537026,-2.354433,-1.634962,-1.529146,-1.299893,-1.517845,-1.341696,-2.307976,-1.486292,-1.395195,-1.182702,-1.39015,-1.339959,-2.644494,-1.114985,-1.018713,-1.320189,-1.182289,-1.589882,-2.259057,-1.350362,-1.331653,-1.18922,-1.312303,-1.209901,-2.154771,-1.530188,-1.458461,-1.193939,-1.459807,-1.214136,-1.39969,-1.536002,-1.450114,-1.198274,-1.418327,-1.400513,-2.02092,-1.5557605,-1.53726283333333,-1.605253,-1.573132,-1.41418583333333,-1.42470166666667,-1.37603683333333,-1.504025,-1.4372205,-1.424743,-1.582054,-1.4407435,-1.066849,-1.3410075,-1.4943245,-1.493058,-1.2074095,-1.241316,-1.408869,-1.286426,-1.251239,-1.2507615,-1.326873,-1.3083005,-2.0226515,-1.9457295,-1.824836,-1.9922265,-1.9244695,-1.682336,-1.306913,-1.7107165,-1.469361,-1.375458,-1.425517,-1.33631766666667,-1.34168533333333,-1.24982766666667,-1.31275433333333,-1.378263,-1.3565345,-1.371385,-1.5234955,-1.3926725,-1.100501,-1.321978,-1.459134,-1.4342205
"HIGH","Low",-1.969244,-1.970817,-1.969471,-1.971501,-1.967814,-1.989646,-1.826413,-1.855292,-1.833583,-1.855175,-1.758733,-1.881958,-1.330082,-1.179199,-1.269206,-0.98491,-0.937011,-1.6171,-1.383365,-1.216031,-1.329676,-1.102359,-1.152292,-2.535416,-1.961903,-1.966382,-1.955818,-1.971579,-1.940379,-2.047162,-1.30031,-1.31574,-1.246862,-1.03719,-1.064382,-1.883012,-1.449711,-1.224935,-1.364972,-1.066843,-0.892272,-0.955814,-1.524008,-1.184536,-1.45164,-1.244953,-1.28477,-1.818008,-1.97308216666667,-1.83519233333333,-1.21958466666667,-1.45318983333333,-1.9738705,-1.307916,-1.15909116666667,-1.41798583333333,-1.9700305,-1.8408525,-1.2546405,-1.299698,-1.9641425,-1.308025,-1.337323,-1.354272,-1.970486,-1.844379,-1.127058,-1.2160175,-1.9636985,-1.142026,-1.2159075,-1.3482965,-1.97873,-1.8203455,-1.2770555,-1.843854,-1.9937705,-1.473697,-0.924043,-1.551389,-1.968843,-1.806243,-1.17876633333333,-1.28844433333333,-1.9527,-1.20385133333333,-1.23565166666667,-1.42013933333333,-1.971159,-1.8552335,-1.0820545,-1.159195,-1.9689805,-1.176465,-1.145889,-1.2147445
"HIGH","Low",-1.550384,-1.243069,-1.442738,-1.484933,-1.970047,-2.257243,-1.551645,-1.222305,-1.674419,-1.545102,-1.658066,-2.407222,-1.62645,-1.358263,-1.612997,-1.501656,-1.158712,-1.95358,-1.572673,-1.278425,-1.62624,-1.550446,-1.374003,-2.645235,-1.335604,-1.114469,-1.180282,-1.407948,-1.554738,-2.31649,-1.513222,-1.330689,-1.457552,-1.409442,-1.179753,-2.129934,-1.850727,-1.58917,-1.871138,-1.817298,-1.492958,-1.636785,-1.744014,-1.411089,-1.779342,-1.757288,-1.657031,-2.078215,-1.658069,-1.67645983333333,-1.53527633333333,-1.67450366666667,-1.48492183333333,-1.503432,-1.70967933333333,-1.73782983333333,-1.3967265,-1.386975,-1.4923565,-1.425549,-1.2250365,-1.4219555,-1.7199485,-1.5775515,-1.4638355,-1.6097605,-1.5573265,-1.588343,-1.294115,-1.433497,-1.844218,-1.768315,-2.113645,-2.032644,-1.556146,-2.009619,-1.935614,-1.6548435,-1.5648715,-1.867623,-1.65438966666667,-1.62804333333333,-1.466053,-1.52430533333333,-1.35687466666667,-1.383509,-1.73827433333333,-1.72679566666667,-1.364001,-1.3837035,-1.4299595,-1.4144355,-1.2612085,-1.3700655,-1.703234,-1.5841885
