Sub20 	 Low 	 HIGH 	 0.000000 	 0.125404 	 0.000000 	 0.000000 	 0.103520 	 0.000000 	 0.000000 	 0.225330 	 0.000000 	 0.000000 	 0.248828 	 0.000000 
Sub31 	 Low 	 HIGH 	 0.000000 	 0.114132 	 0.000000 	 0.000000 	 0.105013 	 0.000000 	 0.000000 	 0.175975 	 0.000000 	 0.000000 	 0.156857 	 0.000000 
Sub34 	 Low 	 HIGH 	 0.000000 	 0.159288 	 0.000000 	 0.000000 	 0.178785 	 0.000000 	 0.000000 	 0.215615 	 0.000000 	 0.000000 	 0.307207 	 0.000000 
Sub37 	 Low 	 HIGH 	 0.000000 	 0.105424 	 0.000000 	 0.000000 	 0.134069 	 0.000000 	 0.000000 	 0.187511 	 0.000000 	 0.000000 	 0.249816 	 0.000000 
Sub45 	 Low 	 HIGH 	 0.000000 	 0.102524 	 0.000000 	 0.000000 	 0.097796 	 0.000000 	 0.000000 	 0.156258 	 0.000000 	 0.000000 	 0.170596 	 0.000000 
Sub51 	 Low 	 HIGH 	 0.000000 	 0.085716 	 0.000000 	 0.000000 	 0.111490 	 0.000000 	 0.000000 	 0.118453 	 0.000000 	 0.000000 	 0.134875 	 0.000000 
Sub06 	 High  	 HIGH 	 0.000000 	 0.121988 	 0.000000 	 0.000000 	 0.130387 	 0.000000 	 0.000000 	 0.146977 	 0.000000 	 0.000000 	 0.162663 	 0.000000 
Sub07 	 High 	 HIGH 	 0.000000 	 0.094552 	 0.000000 	 0.000000 	 0.092226 	 0.000000 	 0.000000 	 0.139277 	 0.000000 	 0.000000 	 0.137069 	 0.000000 
Sub17 	 High  	 HIGH 	 0.000000 	 0.180707 	 0.000000 	 0.000000 	 0.269223 	 0.000000 	 0.000000 	 0.160676 	 0.000000 	 0.000000 	 0.321939 	 0.000000 
Sub18 	 High  	 HIGH 	 0.000000 	 0.160320 	 0.000000 	 0.000000 	 0.167300 	 0.000000 	 0.000000 	 0.257859 	 0.000000 	 0.000000 	 0.241245 	 0.000000 
Sub19 	 High 	 HIGH 	 0.000000 	 0.138041 	 0.000000 	 0.000000 	 0.127412 	 0.000000 	 0.000000 	 0.283265 	 0.000000 	 0.000000 	 0.201616 	 0.000000 
Sub27 	 High 	 HIGH 	 0.000000 	 0.163793 	 0.000000 	 0.000000 	 0.126041 	 0.000000 	 0.000000 	 0.114649 	 0.000000 	 0.000000 	 0.120934 	 0.000000 
Sub35 	 High 	 HIGH 	 0.000000 	 0.150350 	 0.000000 	 0.000000 	 0.148412 	 0.000000 	 0.000000 	 0.144352 	 0.000000 	 0.000000 	 0.133817 	 0.000000 
Sub36 	 High 	 HIGH 	 0.000000 	 0.218390 	 0.000000 	 0.000000 	 0.240514 	 0.000000 	 0.000000 	 0.235482 	 0.000000 	 0.000000 	 0.262876 	 0.000000 
Sub38 	 High  	 HIGH 	 0.000000 	 0.179889 	 0.000000 	 0.000000 	 0.151020 	 0.000000 	 0.000000 	 0.177668 	 0.000000 	 0.000000 	 0.197809 	 0.000000 
Sub40 	 High 	 HIGH 	 0.000000 	 0.152697 	 0.000000 	 0.000000 	 0.144591 	 0.000000 	 0.000000 	 0.186007 	 0.000000 	 0.000000 	 0.185839 	 0.000000 
