"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","SACQ_total","SACQ_PE","SACQ_IA","SACQ_A","SACQ_S","AMS_total","AMS_E","AMS_I","AMS_A","BSMS_G","BSMS_PE"
"2024","Spring","24414230",3.675,12,"BA",224,58,46,84,58,76,39,28,9,23,10
"2024","Spring","24415107",3.616,105,"BA/MA",216,42,57,82,55,115,58,53,4,26,10
"2024","Spring","24416173",3.639,141,"BS",254,54,58,95,68,82,43,33,6,16,10
"2024","Spring","24419686",1.97,65,"BA",163,18,59,55,59,103,54,38,11,25,2
"2024","Spring","24420074",1.846,33,"BA",251,65,63,78,73,95,42,44,9,24,6
"2024","Spring","24421928",2.729,72,"BSED",177,37,49,50,62,84,36,36,12,22,9
"2024","Spring","24423705",2.815,82,"BA",197,36,48,75,56,89,39,39,11,24,6
"2024","Spring","24426307",3.107,87,"BS",269,56.6666666666667,65.6666666666667,109,65.3333333333333,119.666666666667,59,56.6666666666667,4,24,10
"2024","Spring","24426363",2.71,83,"BA",232,66,55,70,63,91,44,36,11,25,7
"2024","Spring","24427836",3.902,74,"BA",184,35,46,68,55,112,48,48,16,28,8
"2024","Spring","24431043",3.166,18,"BA",246,49,60,90,71,108,50,53,5,25,10
"2024","Spring","24431649",3.324,84,"BS",252,63,60,89,62,118,59,55,4,27,6
"2024","Spring","24433008",3.089,77,"BS",215,49,61,70,61,116,60,50,6,24,5
"2024","Spring","24434830",3.2,54,"BA",164,41,29,54,55,66,26,26,14,24,6
"2024","Spring","24434919",2.721,51,"BBA",224,46,56,70,75,103,50,43,10,28,10
"2024","Spring","24435256",3.304,69,"BS",202,50,42,75,54,86,39,37,10,24,6
"2024","Spring","24435809",2.511,27,"BA",214,53,41,76,66,67,36,12,19,22,6
"2024","Spring","24439553",2.781,86,"BS",175,30,49,68,46,120,60,49,11,24,6
"2024","Spring","24439597",3.62,63,"BSED",193,38,43,78,51,94,46,38,10,23,9
"2024","Spring","24440214",3.717,98,"BS",184,33,41,78,45,106,53,45,8,23,7
"2024","Spring","24441996",3.517,134,"BS",279,69.5,63,102.5,68.5,103.5,58.5,41,4,24,7
"2024","Spring","24446696",3.909,63,"BS",232,49,43,89,67,90,44,42,4,20,7
"2024","Spring","24447983",2.67,51,"BA",210,52,53,73,52,88,39,37,12,25,6
"2024","Spring","24448828",2.246,52,"BS",211,47,50,79,53,102,51,47,4,23,9
"2024","Spring","24449366",3.764,42,"BS",211,46,47,82,58,111,55,48,8,24,9
"2024","Spring","24450488",3.185,95,"BA",229,55,56,81,59,99,49,41,9,26,7
"2024","Spring","24451466",3.877,103,"BM",283,49,72,110,84,80,30,46,4,20,5
"2024","Spring","24451799",3.31,30,"BE",184,44,46,64,46,93,43,35,15,21,7
"2024","Spring","24452008",2.825,36,"BA",249,68,52,92,60,98,46,42,10,24,6
"2024","Spring","24453023",3.49,50,"BA",235,69,53,79,55,96,47,44,5,31,8
"2024","Spring","24453927",2.884,65,"BA",167,33,41,59,52,93,47,34,12,24,8
"2024","Spring","24457443",2.87,51,"BA",121,24,31,50,29,79,56,19,4,20,7
"2024","Spring","24458868",3.126,92,"BA",173,49,41,52,45,61,34,13,14,27,5
"2024","Spring","24459989",3.796,62,"BA",221,60,48,80,47,80,43,28,9,23,7
"2024","Spring","24462447",3.59,78,"BARCH",220,48,52,83,56,101,54,43,4,26,9.5
"2024","Spring","24483752",3.552,87,"BA",134,17,38,59,32,97,53,39,5,31,8
"2024","Spring","24485127",3.803,124,"BA",244,56,56,101,51,83,45,33,5,25,8
"2024","Spring","24485361",2.09,43,"BA",221,48,57,85,53,48,28,14,6,15,4
"2024","Spring","24492127",3.669,45,"BA",253,63,63,88,67,93,44,45,4,24,8
"2024","Spring","24503132",3.351,37,"MA",121,23,28,51,28,104,42,50,12,24,6
"2024","Spring","24509397",2.882,43,"BS",205,27,57,86,55,122,60,56,6,29,10
"2024","Spring","24509531",3.98,88,"BS",218,48,54,78,62,96,48,43,5,25,8
"2024","Spring","24514062",3.05,18,"BA",222,47,50,90,58,108,51,53,4,26,9
"2024","Spring","24571979",3.365,39,"BA",180,37,44,77,34,93,50,38,5,17,9
"2024","Spring","24573905",3.95,36,"BA",262,58,54,106,69,123,59,60,4,24,5
"2024","Summer","23466128",3.333,99,"BS",214,35,57,88,56,121,60,57,4,24,8
"2024","Summer","23492929",3.7,93,"BS",230,43.5,52.5,95.5,59,85,46.5,32,6.5,21,10
"2024","Summer","23762347",3.155,121,"BA",289,65,64,101,86,107,56,46,5,26,9
"2024","Summer","24029739",3.298,125,"BA",218.5,44.5,55,84.5,53.5,121,56.5,60,4.5,24,8
"2024","Summer","24035127",3.274,121,"BS",255,62,64,89,67,88,40,44,4,22,10
"2024","Summer","24058221",3.981,120,"BS",186,39,43,73,43,113,55,54,4,30,10
"2024","Summer","24172407",2.617,124,"BS",178,28,36,74,53,140,60,60,20,40,10
"2024","Summer","24174284",3.233,122,"BA",219,42,56,89,52,101,52,45,4,27,7
"2024","Summer","24186614",3.415,121,"BS",215,45,45,69,73,59,40,15,4,18,5
"2024","Summer","24343964",3.877,122,"BA",232.5,54,56.5,91,52,111,54,47.5,9.5,23.5,7.5
"2025","Spring","23099789",2.468,161,"BS",253.5,63,62,98.5,60,84,36,36,12,20,6
"2025","Spring","24056568",3.651,116,"BSED",295,61,66,112,82,120,56,60,4,26,5
"2025","Spring","24219594",3.874,91,"BA",216,42,58,82,56,120,59,57,4,24,5
"2025","Spring","24228990",3.97,121,"BA",200,32,56,79,52,104,60,40,4,26,10
"2025","Spring","24246720",2.42,92,"BA",204,51,48,76,46,91,41,39,11,25,5
"2025","Spring","24282246",3.388,122,"BA",255,55,60,101,61,96,50,41,5,29,9
"2025","Spring","24365291",3.636,98,"BA",215,38,53,91,48,113,58,47,8,24,8
"2025","Spring","24369408",3.385,37,"BS",249,51,60,98,62,97,55,38,4,24,9
"2025","Spring","24393009",3.922,63,"BA",199,38,48,89,38,100,55,40,5,22,4
"2025","Spring","24396446",3.7,91,"BA",193,37,43,77,49,128,60,60,8,28,10
"2025","Spring","24398579",3.337,46,"BA",231,60,48,83,60,102,54,44,4,26,4
"2025","Spring","24448039",0.74,36,"BS",179,33,45,64,56,100,47,40,13,21,4
"2025","Spring","24530349",3.6,43,"BA",225.5,44.5,59.5,81,63.5,80,36.5,33.5,10,21.5,8
"2025","Spring","24535754",3.837,59,"BA",261,56,56,110,56,104,57,43,4,24,9
"2025","Spring","24564612",4,82,"BA",195,44,36,89,38,99,56,39,4,23,4
