"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","zip_code","birth_year","birth_sex","gender_id","sexual_oriental","enrollment_status","Major","gpa_by_student","college_year","ethnicity","other_home_language","transfer","international_student","relationship_status","annual_household_income","personal_weekly_income","future_personal_annual_income","college_salary_greater","age"
2024,"Spring",24324608,2.235,64,"BE",11423,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",2,"2nd year undergraduate","Some other race, ethnicity or origin","No","Yes","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","40%-60%",22
2024,"Spring",24327300,2.611,63,"BA",11420,2004,"Male","Male","Bisexual","Part-time (Fewer than 12 credits)","Declared: Psychology",1.8,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",22
2024,"Spring",24328550,3.765,108,"BS",11433,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.6,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",22
2024,"Spring",24329530,2.597,94,"BA",11219,2004,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Business Administration",2.8,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",22
2024,"Spring",24330289,4,137,"BS",11236,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",4,"2nd year undergraduate","Black or African American","No","No","Yes","Domestic partnership",NA,"$200 or less","$100,000 to $150,000","20%-40%",24
2024,"Spring",24331243,3.509,96,"BBA",11208,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.8,"1st year undergraduate","Asian","No","No","Yes","Single",NA,"$201-$400","$100,000 to $150,000","40%-60%",22
2024,"Spring",24339096,1.77,21,"BA",11379,2004,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Economic",2.2,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$401-$600","$60,000 to $99,999","20%-40%",22
2024,"Spring",24346245,3.363,122,"BA",10705,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.3,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","20%-40%",23
2024,"Spring",24346643,3.308,81,"BE",11377,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Civil Engineering",3.4,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Domestic partnership","$60,000 to $99,999","$200 or less","$60,000 to $99,999","0%-20%",21
2024,"Spring",24349007,2.33,86,"BA",10462,2003,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",1.9,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single","$100,000 to $150,000","$201-$400","Less than 60,000","40%-60%",23
2024,"Spring",24354092,3.381,84,"BA",11706,2003,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Psychology",3.2,"2nd year undergraduate","Asian","No","Yes","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","0%-20%",23
2024,"Spring",24355014,3.764,118,"BA",10128,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Advertising And Pr",3.95,"1st year undergraduate","Multiracial","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","80%-100%",21
2024,"Spring",24366640,3.319,71,"BA",10453,2005,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",3.2,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","60%-80%",21
2024,"Spring",24368493,2.866,94,"BS",10469,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",2.6,"1st year undergraduate","Black or African American","No","No","Yes","Single","$100,000 to $150,000","$200 or less","$150,001 to $299,999","20%-40%",21
2024,"Spring",24368622,3.825,95,"BA/MA",11209,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.935,"2nd year undergraduate","Middle Eastern or North African","Yes","No","Yes","Single",NA,"$200 or less","$150,001 to $299,999","20%-40%",25
2024,"Spring",24370091,1.892,47,"BA",11355,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Not Sure",3.3,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",22
2024,"Spring",24378063,3.593,80,"BA",11355,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.456,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","60%-80%",23
2024,"Spring",24385355,3.928,118,"BA",10128,2004,"Female","Female","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Undeclared: Psychology",4,"1st year undergraduate","White or Caucasian","Yes","No","Yes","Single",NA,"$201-$400","$100,000 to $150,000","60%-80%",22
2024,"Spring",24393206,2.972,81,"BA",11432,2004,"Male","Male","Uncertain/Questioning","Full-time (12 credits or more)","Undeclared: Engineering",3.2,"1st year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","Currently Unemployed","$100,000 to $150,000","60%-80%",22
2024,"Spring",24397982,2.54,51,"BA",10465,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.3,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$100,000 to $150,000","$201-$400","$100,000 to $150,000","20%-40%",21
2024,"Spring",24399006,1.616,15,"BA",10457,2005,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Nursing",2,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Greater than $300,000","40%-60%",21
2024,"Spring",24400980,3.37,38,"BA",10472,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",2.8,"1st year undergraduate","Multiracial","Yes","No","No","Single","$150,001 to $299,999","$200 or less","$150,001 to $299,999","60%-80%",21
2024,"Spring",24402127,3.047,68,"BS",11234,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biotechnology",3.3,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","20%-40%",21
2024,"Spring",24402780,2.537,21,"BE",10455,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: I Don't Know Yet",4,"1st year undergraduate","Native American or Alaska Native","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",21
2024,"Spring",24403000,3.508,92,"BA",10701,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",3.9,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Domestic partnership","$60,000 to $99,999","$200 or less","$60,000 to $99,999","40%-60%",22
2024,"Spring",24403632,1.754,39,"BS",10027,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",3,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$201-$400","Less than 60,000","0%-20%",21
2024,"Spring",24405762,3.366,57,"BA",11235,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",2.8,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$201-$400","Greater than $300,000","40%-60%",22
2024,"Spring",24406217,3.025,68,"BA",10457,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.8,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",21
2024,"Spring",24406279,2.71,96,"BA",10029,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Sociology",2.1,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",21
2024,"Spring",24407159,3.628,74,"BA",10033,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$1001-$1200","$60,000 to $99,999","40%-60%",21
2024,"Spring",24408079,3.484,89,"BA/MA",10458,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","40%-60%",21
2024,"Spring",24413806,2.478,75,"BA",10035,2005,"Male","Non-binary","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",2.8,"1st year undergraduate","Black or African American","No","Yes","No","Dating/In A Relationship",NA,"$200 or less","Greater than $300,000","40%-60%",21
2024,"Spring",24414230,3.675,12,"BA",10031,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Political Science",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","0%-20%",21
2024,"Spring",24415107,3.616,105,"BA/MA",10460,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.6,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",21
2024,"Spring",24416173,3.639,141,"BS",10466,2004,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Bio",3.4,"1st year undergraduate","Black or African American","Yes","No","No","Single","$100,000 to $150,000","Currently Unemployed","$150,001 to $299,999","40%-60%",22
2024,"Spring",24419686,1.97,65,"BA",10009,2005,"Female","Female","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Psychology",3.48,"1st year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Dating/In A Relationship",NA,"Currently Unemployed","Less than 60,000","0%-20%",21
2024,"Spring",24420074,1.846,33,"BA",10455,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: N/A",2,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",22
2024,"Spring",24421928,2.729,72,"BSED",10128,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Childhood Education",2.9,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","40%-60%",21
2024,"Spring",24423705,2.815,82,"BA",10031,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",1.7,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","0%-20%",21
2024,"Spring",24426307,3.107,87,"BS",10032,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.8,"1st year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$401-$600","$100,000 to $150,000","80%-100%",21
2024,"Spring",24426363,2.71,83,"BA",10033,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Flim",2.4,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","40%-60%",22
2024,"Spring",24427836,3.902,74,"BA",11204,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.8,"1st year undergraduate","Asian","Yes","Yes","No","Single",NA,"$201-$400","Less than 60,000","40%-60%",23
2024,"Spring",24431043,3.166,18,"BA",10456,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",3,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Domestic partnership","$60,000 to $99,999","$200 or less","$60,000 to $99,999","40%-60%",23
2024,"Spring",24431649,3.324,84,"BS",10468,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Mathematics",3.3,"1st year undergraduate","Asian","Yes","No","Yes","Single","$100,000 to $150,000","$200 or less","$60,000 to $99,999","60%-80%",21
2024,"Spring",24433008,3.089,77,"BS",10472,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",21
2024,"Spring",24434830,3.2,54,"BA",10465,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Aviation",3.566,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","0%-20%",22
2024,"Spring",24434919,2.721,51,"BBA",10458,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biochemistry",3.2,"1st year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","20%-40%",21
2024,"Spring",24435256,3.304,69,"BS",10029,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",3.6,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$200 or less","$60,000 to $99,999","0%-20%",21
2024,"Spring",24435809,2.511,27,"BA",10473,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Not Sure",2,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","Yes","Single",NA,"Currently Unemployed","Less than 60,000","20%-40%",21
2024,"Spring",24439553,2.781,86,"BS",11210,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",3.35,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",21
2024,"Spring",24439597,3.62,63,"BSED",10454,2005,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Childhood Education",3.9,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","20%-40%",21
2024,"Spring",24440214,3.717,98,"BS",11226,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Pre-Health",4,"1st year undergraduate","Black or African American","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",21
2024,"Spring",24441996,3.517,134,"BS",11003,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biomedical Science",3.3,"1st year undergraduate","Black or African American","No","No","No","Single","$100,000 to $150,000","$601-$800","$150,001 to $299,999","60%-80%",21
2024,"Spring",24446696,3.909,63,"BS",11209,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biochemsitry",4,"1st year undergraduate","White or Caucasian","No","No","No","Single","$60,000 to $99,999","$200 or less","$150,001 to $299,999","20%-40%",21
2024,"Spring",24447983,2.67,51,"BA",11373,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Liberal Arts",3,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",21
2024,"Spring",24448828,2.246,52,"BS",10550,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biochemistry",4,"1st year undergraduate","Black or African American","No","No","No","Single",NA,"$200 or less","$150,001 to $299,999","60%-80%",21
2024,"Spring",24449366,3.764,42,"BS",11230,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.75,"1st year undergraduate","Some other race, ethnicity or origin","Yes","No","No","Single",NA,"Currently Unemployed","$150,001 to $299,999","20%-40%",21
2024,"Spring",24450488,3.185,95,"BA",11432,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",2.75,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","60%-80%",21
2024,"Spring",24451466,3.877,103,"BM",10027,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Sonic Arts",3.8,"1st year undergraduate","White or Caucasian","No","Yes","No","Single","$60,000 to $99,999","$200 or less","Less than 60,000","20%-40%",21
2024,"Spring",24451799,3.31,30,"BE",11417,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Nothing Yet",2.85,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","0%-20%",21
2024,"Spring",24452008,2.825,36,"BA",10460,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","Greater than $300,000","40%-60%",20
2024,"Spring",24453023,3.49,50,"BA",11369,2005,"Male","Male","Asexual","Full-time (12 credits or more)","Undeclared: Engineering",3.5,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","0%-20%",21
2024,"Spring",24453927,2.884,65,"BA",10472,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science Or Engineering",2.466,"1st year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","Currently Unemployed","Less than 60,000","0%-20%",21
2024,"Spring",24457443,2.87,51,"BA",11209,2005,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.4,"1st year undergraduate","Black or African American","No","No","No","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",21
2024,"Spring",24458868,3.126,92,"BA",10033,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Economics",2.5,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$100,000 to $150,000","$401-$600","$100,000 to $150,000","20%-40%",21
2024,"Spring",24459989,3.796,62,"BA",10601,2005,"Male","Male","Bisexual","Full-time (12 credits or more)","Declared: Business Management And Administration",3.838,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$200 or less","Less than 60,000","0%-20%",21
2024,"Spring",24462447,3.59,78,"BARCH",11229,2006,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Architecture",3.75,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"Currently Unemployed","$100,000 to $150,000","60%-80%",20
2024,"Spring",24483752,3.552,87,"BA",10009,2000,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Greater than $300,000","20%-40%",26
2024,"Spring",24485127,3.803,124,"BA",10033,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.66,"3rd year undergraduate","White or Caucasian","No","Yes","No","Single","Greater than $300,000","$200 or less","$100,000 to $150,000","60%-80%",24
2024,"Spring",24485361,2.09,43,"BA",10044,2004,"Others/Unknown","Non-binary","Pansexual","Full-time (12 credits or more)","Declared: Psychology",4,"1st year undergraduate","Black or African American","Yes","Yes","Yes","Single","Greater than $300,000","$2000 or more","Greater than $300,000","0%-20%",22
2024,"Spring",24492127,3.669,45,"BA",10027,2005,"Male","Male","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Theatre",3.7,"1st year undergraduate","Multiracial","No","No","No","Single","$100,000 to $150,000","$201-$400","$100,000 to $150,000","40%-60%",21
2024,"Spring",24503132,3.351,37,"MA",10940,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: General Psychology",3.5,"Graduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$401-$600","$60,000 to $99,999","20%-40%",24
2024,"Spring",24509397,2.882,43,"BS",7601,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Computer Science",0,"1st year undergraduate","Asian","Yes","No","Yes","Single","$60,000 to $99,999","Currently Unemployed","$100,000 to $150,000","60%-80%",22
2024,"Spring",24509531,3.98,88,"BS",10031,1999,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Physics",0,"1st year undergraduate","Asian","Yes","No","Yes","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",27
2024,"Spring",24514062,3.05,18,"BA",10459,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Art",3.6,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$150,001 to $299,999","60%-80%",21
2024,"Spring",24571979,3.365,39,"BA",10036,2000,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Premed",2.9,"Non-degree seeking","Middle Eastern or North African","Yes","Yes","No","Single","Greater than $300,000","$201-$400","$150,001 to $299,999","0%-20%",26
2024,"Spring",24573905,3.95,36,"BA",10011,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: English Literature",4,"1st year undergraduate","White or Caucasian","No","No","No","Single","$150,001 to $299,999","$200 or less","$60,000 to $99,999","40%-60%",25
2024,"Summer",23466128,3.333,99,"BS",10464,1997,"Male","Male","Bisexual","Part-time (Fewer than 12 credits)","Undeclared: Psychology",3.675,"2nd year undergraduate","White or Caucasian","Yes","Yes","No","Single","$100,000 to $150,000","$601-$800","$150,001 to $299,999","40%-60%",29
2024,"Summer",23492929,3.7,93,"BS",10460,1999,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Domestic partnership",NA,"$200 or less","$100,000 to $150,000","60%-80%",27
2024,"Summer",23762347,3.155,121,"BA",10452,2000,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",3.1,"5th year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single","$60,000 to $99,999","$201-$400","$100,000 to $150,000","60%-80%",26
2024,"Summer",24029739,3.298,125,"BA",10455,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","Currently Unemployed","$60,000 to $99,999","60%-80%",24
2024,"Summer",24035127,3.274,121,"BS",18042,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.1,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","Currently Unemployed","$100,000 to $150,000","60%-80%",24
2024,"Summer",24058221,3.981,120,"BS",10458,2000,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psycology",4,"2nd year undergraduate","Multiracial","Yes","Yes","No","Domestic partnership",NA,"$401-$600","$60,000 to $99,999","20%-40%",26
2024,"Summer",24172407,2.617,124,"BS",10453,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.8,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$150,001 to $299,999","60%-80%",22
2024,"Summer",24174284,3.233,122,"BA",10459,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.4,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Married","$100,000 to $150,000","$601-$800","$100,000 to $150,000","40%-60%",23
2024,"Summer",24186614,3.415,121,"BS",10462,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"3rd year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",23
2024,"Summer",24343964,3.877,122,"BA",10027,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Economics",3.925,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$401-$600","$100,000 to $150,000","20%-40%",25
2025,"Spring",23099789,2.468,161,"BS",10472,1994,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"6th year undergraduate","Asian","Yes","Yes","No","Single","Greater than $300,000","$2000 or more","Greater than $300,000","80%-100%",32
2025,"Spring",24056568,3.651,116,"BSED",11413,2004,"Female","Non-binary","Bisexual","Full-time (12 credits or more)","Declared: Childhood Education And Psychology",3.6,"3rd year undergraduate","Multiracial","No","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","0%-20%",22
2025,"Spring",24219594,3.874,91,"BA",11356,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.8,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",21
2025,"Spring",24228990,3.97,121,"BA",11214,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.9,"3rd year undergraduate","Middle Eastern or North African","Yes","Yes","No","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",22
2025,"Spring",24246720,2.42,92,"BA",11228,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.355,"2nd year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","Less than 60,000","40%-60%",21
2025,"Spring",24282246,3.388,122,"BA",10009,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"3rd year undergraduate","Asian","Yes","No","Yes","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",22
2025,"Spring",24365291,3.636,98,"BA",10466,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Business",3.6,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"Currently Unemployed","$100,000 to $150,000","60%-80%",21
2025,"Spring",24369408,3.385,37,"BS",11207,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology B.s",3.8,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","60%-80%",20
2025,"Spring",24393009,3.922,63,"BA",11385,2006,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: English",4,"1st year undergraduate","Asian","No","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","20%-40%",20
2025,"Spring",24396446,3.7,91,"BA",10468,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Medicine",3.7,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Greater than $300,000","60%-80%",21
