User Unique ID,Training Title,Training Locator Number,Reactionnaire Question,Question ID,Question User Response
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Agree
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Strongly Agree
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Extremely Satisfied
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Which other training topics or learning methods would support your job performance?,4526,
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Strongly Agree
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I believe this learning program will help me do my current job better.,4478,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Extremely Satisfied
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Cornerstone learning management system?,4491,Extremely Satisfied
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Extremely Satisfied
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Which other training topics or learning methods would support your job performance?,4526,no
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with other learners in this program?,5321,Extremely Satisfied
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with other learners in this program?,5321,Extremely Satisfied
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Apply debiasing strategies to undo individual implicit bias,5380,Agree
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,9
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,Almost Always (76-100% of the time)
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Agree
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Agree
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Agree
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Agree
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Agree
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with taking this learning program in a virtual format?,5309,Satisfied
4cf0c9a7-09cf-4dcf-8a0f-5f575c1ee2aa,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Agree
c994a895-dc2f-4c7d-90f5-5f632c6c4b00,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Which other training topics or learning methods would support your job performance?,4526,
c994a895-dc2f-4c7d-90f5-5f632c6c4b00,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Neutral
c994a895-dc2f-4c7d-90f5-5f632c6c4b00,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Neutral
c994a895-dc2f-4c7d-90f5-5f632c6c4b00,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Neutral
c994a895-dc2f-4c7d-90f5-5f632c6c4b00,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with the facilitators?,5315,Neutral
2ba4ac3a-bc8b-49a7-bd4f-7570df588e2e,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I believe this learning program will help me do my current job better.,4478,Agree
2ba4ac3a-bc8b-49a7-bd4f-7570df588e2e,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
2ba4ac3a-bc8b-49a7-bd4f-7570df588e2e,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Strongly Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Extremely Satisfied
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Cornerstone learning management system?,4491,Extremely Satisfied
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,9
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
80618c69-215f-461f-9a73-84d84c007946,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
f96cb6df-ad71-4517-a324-898dce160d22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
f96cb6df-ad71-4517-a324-898dce160d22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
f96cb6df-ad71-4517-a324-898dce160d22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,What could be done differently to improve your overall learning experience?,4517,nothimg
f96cb6df-ad71-4517-a324-898dce160d22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
ff75bf56-a2ce-49c7-8797-8fdd65b534d7,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I believe this learning program will help me do my current job better.,4478,Strongly Agree
ff75bf56-a2ce-49c7-8797-8fdd65b534d7,Understanding and Undoing Implicit Bias (Virtual ILT),12406,What could be done differently to improve your overall learning experience?,4517,N/A
ff75bf56-a2ce-49c7-8797-8fdd65b534d7,Understanding and Undoing Implicit Bias (Virtual ILT),12406,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
ff75bf56-a2ce-49c7-8797-8fdd65b534d7,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Strongly Agree
ff75bf56-a2ce-49c7-8797-8fdd65b534d7,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
ff75bf56-a2ce-49c7-8797-8fdd65b534d7,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
ff75bf56-a2ce-49c7-8797-8fdd65b534d7,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Strongly Agree
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I believe this learning program will help me do my current job better.,4478,Agree
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,What could be done differently to improve your overall learning experience?,4517,Nothing. The learning program was practical and engaging.
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Strongly Disagree
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
59a0fee2-bdfc-4a27-88b5-a251fa8906d3,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Strongly Agree
b74230ca-4b1c-4b5c-bd77-ae03334e2c57,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,8
b74230ca-4b1c-4b5c-bd77-ae03334e2c57,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
b74230ca-4b1c-4b5c-bd77-ae03334e2c57,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with the facilitators?,5315,Satisfied
b74230ca-4b1c-4b5c-bd77-ae03334e2c57,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Recall key implicit bias (IB) concepts and key points.,5362,Agree
2a6273b0-8f9d-4321-b624-b0bd456102e6,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Strongly Agree
2a6273b0-8f9d-4321-b624-b0bd456102e6,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Extremely Satisfied
2a6273b0-8f9d-4321-b624-b0bd456102e6,Understanding and Undoing Implicit Bias (Virtual ILT),12406,What could be done differently to improve your overall learning experience?,4517,shorten the time of the training.
2a6273b0-8f9d-4321-b624-b0bd456102e6,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
2a6273b0-8f9d-4321-b624-b0bd456102e6,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
2a6273b0-8f9d-4321-b624-b0bd456102e6,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Apply debiasing strategies to undo individual implicit bias,5380,Strongly Agree
885e4ce6-7fb8-4fdb-8a10-bc01983b2b22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Neutral
885e4ce6-7fb8-4fdb-8a10-bc01983b2b22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
885e4ce6-7fb8-4fdb-8a10-bc01983b2b22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
885e4ce6-7fb8-4fdb-8a10-bc01983b2b22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
885e4ce6-7fb8-4fdb-8a10-bc01983b2b22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Recall key implicit bias (IB) concepts and key points.,5362,Agree
885e4ce6-7fb8-4fdb-8a10-bc01983b2b22,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Agree
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Neutral
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,Almost Always (76-100% of the time)
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Recall key implicit bias (IB) concepts and key points.,5362,Strongly Agree
5d46e240-9c47-482f-b84d-cecbf49f77a1,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Strongly Agree
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I believe this learning program will help me do my current job better.,4478,Strongly Agree
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,Very Often (51-75% of the time)
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Which other training topics or learning methods would support your job performance?,4526,
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Agree
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with other learners in this program?,5321,Extremely Dissatisfied
1881df34-48f5-4284-9acd-e92dba0d4970,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Recall key implicit bias (IB) concepts and key points.,5362,Strongly Agree
cd0a19d0-b2bd-44a4-a9d5-f00357ed15cf,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Cornerstone learning management system?,4491,Extremely Satisfied
cd0a19d0-b2bd-44a4-a9d5-f00357ed15cf,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
cd0a19d0-b2bd-44a4-a9d5-f00357ed15cf,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
cd0a19d0-b2bd-44a4-a9d5-f00357ed15cf,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Recall key implicit bias (IB) concepts and key points.,5362,Strongly Agree
cd0a19d0-b2bd-44a4-a9d5-f00357ed15cf,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Strongly Agree
c67a6076-73ed-49e4-a61b-ff16df27440c,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Agree
c67a6076-73ed-49e4-a61b-ff16df27440c,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Satisfied
c67a6076-73ed-49e4-a61b-ff16df27440c,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Which other training topics or learning methods would support your job performance?,4526,
c67a6076-73ed-49e4-a61b-ff16df27440c,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
c67a6076-73ed-49e4-a61b-ff16df27440c,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with taking this learning program in a virtual format?,5309,Satisfied
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Extremely Satisfied
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
fe86deb2-1ddc-4155-9359-1da37ce2c359,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Recall key implicit bias (IB) concepts and key points.,5362,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Strongly Agree
cf138800-afc2-4268-a55d-231774ca4a06,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Apply debiasing strategies to undo individual implicit bias,5380,Strongly Agree
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Extremely Satisfied
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
9779b2b5-694a-4305-b3cc-362727b34ec2,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Cornerstone learning management system?,4491,Satisfied
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Satisfied
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,8
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Agree
8ca07da8-f0c8-491c-8ff7-3838e96755c8,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Agree
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,I believe this learning program will help me do my current job better.,4478,Strongly Agree
9d48eed5-8472-4d59-95cc-56089d7dde87,Understanding and Undoing Implicit Bias (Virtual ILT),12406,How satisfied are you with the Cornerstone learning management system?,4491,Extremely Satisfied
