User Unique ID,Training Title,Training Locator Number,Reactionnaire Question,Question ID,Question User Response
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Strongly Agree
9ab7ce47-be4a-4858-b253-05f8226411f7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Neutral
9ab7ce47-be4a-4858-b253-05f8226411f7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Which other training topics or learning methods would support your job performance?,4526,
9ab7ce47-be4a-4858-b253-05f8226411f7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,The skills practice activities showed me how to use this learning on the job.,4460,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Cornerstone learning management system?,4491,Extremely Satisfied
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with other learners in this program?,5321,Extremely Satisfied
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Extremely Satisfied
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Extremely Satisfied
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with other learners in this program?,5321,Extremely Satisfied
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Agree
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Satisfied
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Satisfied
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Agree
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Agree
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Agree
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with the facilitators?,5315,Satisfied
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Extremely Satisfied
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Agree
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Strongly Agree
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with taking this learning program in a virtual format?,5309,Satisfied
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with other learners in this program?,5321,Satisfied
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,The skills practice activities showed me how to use this learning on the job.,4460,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,I believe this learning program will help me do my current job better.,4478,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Neutral
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,10
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Recall key implicit bias (IB) concepts and key points.,5362,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Agree
db8b278c-f21a-431d-bf59-c2faca46b159,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Agree
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Neutral
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Which other training topics or learning methods would support your job performance?,4526,
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Neutral
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Neutral
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Neutral
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Neutral
892928ee-4632-4b14-80b3-c4dcbc8f6e20,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Neutral
89cdcd57-097d-48c2-a9b7-c927f4252d61,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Satisfied
89cdcd57-097d-48c2-a9b7-c927f4252d61,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
89cdcd57-097d-48c2-a9b7-c927f4252d61,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
89cdcd57-097d-48c2-a9b7-c927f4252d61,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Strongly Agree
bca62d4e-a3ac-473f-9142-cda9122255f2,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
bca62d4e-a3ac-473f-9142-cda9122255f2,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
bca62d4e-a3ac-473f-9142-cda9122255f2,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with taking this learning program in a virtual format?,5309,Neutral
9dea86c0-cde2-462d-875a-db33d4e3cbc7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Recall key implicit bias (IB) concepts and key points.,5362,Agree
9dea86c0-cde2-462d-875a-db33d4e3cbc7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Agree
9dea86c0-cde2-462d-875a-db33d4e3cbc7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,I believe this learning program will help me do my current job better.,4478,Neutral
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,7
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,Making training more relevant to the mandated participants. More solid group exercises
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Which other training topics or learning methods would support your job performance?,4526,
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Strongly Agree
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
0bbf9ca5-032a-4cc3-840d-ddea598a037b,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Recall key implicit bias (IB) concepts and key points.,5362,Agree
9d5c6b8f-c751-4fbf-9cf6-ee9ed13a2a7f,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
9d5c6b8f-c751-4fbf-9cf6-ee9ed13a2a7f,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,n/a
9d5c6b8f-c751-4fbf-9cf6-ee9ed13a2a7f,Understanding and Undoing Implicit Bias (Virtual ILT),12211,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,No
9d5c6b8f-c751-4fbf-9cf6-ee9ed13a2a7f,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
9d5c6b8f-c751-4fbf-9cf6-ee9ed13a2a7f,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
9d5c6b8f-c751-4fbf-9cf6-ee9ed13a2a7f,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Strongly Agree
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute registration notifications and reminders?,4484,Extremely Satisfied
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with the facilitators?,5315,Extremely Satisfied
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Strongly Agree
96986cee-22a5-4d71-b4ca-f0d50eaec290,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Strongly Agree
9ab7ce47-be4a-4858-b253-05f8226411f7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Agree
9ab7ce47-be4a-4858-b253-05f8226411f7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,Very Often (51-75% of the time)
9ab7ce47-be4a-4858-b253-05f8226411f7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,
9ab7ce47-be4a-4858-b253-05f8226411f7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Apply debiasing strategies to undo individual implicit bias,5380,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Cornerstone learning management system?,4491,Satisfied
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Satisfied
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,Give participants a chance to study the terms prior to attending the class
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,No
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Which other training topics or learning methods would support your job performance?,4526,N/A
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with the facilitators?,5315,
ce7fec69-4452-4295-a453-08dcef42e835,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Recall key implicit bias (IB) concepts and key points.,5362,Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the Workforce Institute Help Desk (phone and/or email support)?,4498,Extremely Satisfied
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"On a scale of 0-10, how likely is it that you would recommend this learning program to a colleague? (0 = Not at all likely, 10 = Extremely likely)",4505,9
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Which other training topics or learning methods would support your job performance?,4526,
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
ea692674-777a-46ac-8b73-6823bf109579,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with taking this learning program in a virtual format?,5309,Extremely Satisfied
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,The skills practice activities showed me how to use this learning on the job.,4460,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Strongly Agree
c3af0fb6-e7e3-433e-98a1-7fcc354e6282,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Draw connections between internalized oppression and trauma and their influence on institutional racism, structural inequity, and implicit bias",5374,Strongly Agree
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,My supervisor met with me to discuss the relevance of this learning program to my current job.,4519,Yes
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,Frequently (26-50% of the time)
0829ec1d-2038-4658-89b0-7fda756d9741,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"Prior to today, I knew how this learning program was intended to impact my job performance.",4454,Neutral
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,The skills practice activities showed me how to use this learning on the job.,4460,Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"The instructional aids (forms, case scenarios, etc.) are very similar to real things I use on the job.",4472,Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,I would not recommend any improvements at this time.  I enjoyed and learned from the program.  The Facilitators were knowledgeable and kept my attention going.
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"In a typical workweek, how often will you apply knowledge or skills from this learning program? (In percentage of time on the job)",4520,Almost Always (76-100% of the time)
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,I felt comfortable using the video conferencing platform to participate in this learning program.,5011,Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided clear explanations of new concepts,5169,Strongly Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,INSTRUCTOR.NAME provided opportunities for questions and checked in for understanding,5175,Strongly Agree
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,How satisfied are you with the online interaction you had with other learners in this program?,5321,Extremely Satisfied
fd0d1d11-6083-4b1c-93e0-8ccfb67cfa98,Understanding and Undoing Implicit Bias (Virtual ILT),12211,Analyze the current state of child welfare as it relates to racial disproportionality,5368,Agree
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,The skills practice activities showed me how to use this learning on the job.,4460,Agree
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,I believe this learning program will help me do my current job better.,4478,Strongly Agree
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,What could be done differently to improve your overall learning experience?,4517,Staff should be allowed to participate in the virtual platform outside of the office to minimize distractions and heighten the learning process of the content.
6add3f3a-2cf4-4913-ac23-8f29439009c7,Understanding and Undoing Implicit Bias (Virtual ILT),12211,"INSTRUCTOR.NAME maintained an effective pace through the agenda (discussion, activities, breaks, etc.).",5163,Strongly Agree
